"","X","Title","year","rated","released","runtime","genre","director","awards","imdbrating","boxOffice","key"
"455",491,"The Prisoner of Zenda","1952","APPROVED","14 Nov 1952","96 min","Adventure","Richard Thorpe","N/A","7.0","N/A","The Prisoner of Zenda (1952)"
"456",492,"The Prisoner of Zenda","1979","PG","17 Aug 1979","108 min","Adventure, Comedy","Richard Quine","N/A","5.0","N/A","The Prisoner of Zenda (1979)"
"457",493,"The Producers","2005","PG-13","25 Dec 2005","134 min","Comedy, Musical","Susan Stroman","Nominated for 4 Golden Globes. Another 1 win & 13 nominations.","6.4","$19,151,907","The Producers (2005)"
"458",494,"Prom Night","2008","PG-13","11 Apr 2008","88 min","Horror, Mystery","Nelson McCormick","1 win & 3 nominations.","3.9","$43,818,159","Prom Night (2008)"
"459",495,"Psycho","1998","R","04 Dec 1998","105 min","Horror, Mystery, Thriller","Gus Van Sant","4 wins & 5 nominations.","4.6","N/A","Psycho (1998)"
"460",496,"Pulse","2006","PG-13","11 Aug 2006","90 min","Horror, Sci-Fi, Thriller","Jim Sonzero","1 nomination.","4.7","$20,230,986","Pulse (2006)"
"461",497,"Pure Luck","1991","PG","09 Aug 1991","96 min","Comedy, Crime, Mystery","Nadia Tass","N/A","5.7","N/A","Pure Luck (1991)"
"462",498,"Pusher","2010","N/A","15 Oct 2010","107 min","Action, Crime, Drama","Assad Raja","N/A","6.2","N/A","Pusher (2010)"
"463",499,"Quarantine","2008","R","10 Oct 2008","89 min","Horror, Thriller","John Erick Dowdle","6 nominations.","6.0","$31,691,811","Quarantine (2008)"
"464",500,"The Racket","1951","APPROVED","N/A","88 min","Crime, Drama, Film-Noir","John Cromwell, Mel Ferrer, Tay Garnett, Nicholas Ray, Sherman Todd","N/A","6.8","N/A","The Racket (1951)"
"465",501,"Der Regenmacher","1980","N/A","N/A","N/A","N/A","Ludwig Cremer","N/A","7.2","N/A","Der Regenmacher (1980)"
"466",502,"The Rainmaker","1982","N/A","24 Oct 1982","N/A","Drama","John Frankenheimer","1 win & 3 nominations.","7.0","N/A","The Rainmaker (1982)"
"467",503,"The Rains of Ranchipur","1955","APPROVED","14 Dec 1955","104 min","Adventure, Drama, Romance","Jean Negulesco","N/A","5.9","N/A","The Rains of Ranchipur (1955)"
"468",504,"Ramgarh Ke Sholay","1991","N/A","21 Jun 1991","123 min","Action, Comedy, Crime","Ajit Dewani","N/A","5.1","N/A","Ramgarh Ke Sholay (1991)"
"469",506,"Ransom","1996","R","08 Nov 1996","121 min","Action, Crime, Thriller","Ron Howard","Nominated for 1 Golden Globe. Another 3 wins & 4 nominations.","6.6","N/A","Ransom (1996)"
"470",507,"Rear Window","1998","NOT RATED","22 Nov 1998","89 min","Crime, Drama, Mystery","Jeff Bleckner","Nominated for 1 Golden Globe. Another 1 win & 2 nominations.","5.6","N/A","Rear Window (1998)"
"471",508,"Red Dawn","2012","PG-13","21 Nov 2012","93 min","Action, Sci-Fi, Thriller","Dan Bradley","1 win & 4 nominations.","5.4","$44,794,936","Red Dawn (2012)"
"472",509,"Red Dragon","2002","R","04 Oct 2002","124 min","Crime, Drama, Thriller","Brett Ratner","4 wins & 10 nominations.","7.2","$92,930,005","Red Dragon (2002)"
"473",510,"The Red Rider","1934","APPROVED","16 Jul 1934","310 min","Action, Adventure, Comedy","Lew Landers","N/A","7.2","N/A","The Red Rider (1934)"
"474",511,"Reefer Madness: The Movie Musical","2005","R","16 Apr 2005","112 min","Comedy, Drama, Horror","Andy Fickman","Won 1 Primetime Emmy. Another 3 wins & 10 nominations.","7.1","N/A","Reefer Madness: The Movie Musical (2005)"
"475",512,"Return to Paradise","1998","R","14 Aug 1998","111 min","Drama, Romance, Thriller","Joseph Ruben","2 nominations.","6.9","N/A","Return to Paradise (1998)"
"476",514,"Rich and Famous","1981","R","09 Oct 1981","117 min","Drama","George Cukor","1 win.","5.8","N/A","Rich and Famous (1981)"
"477",515,"Ride Him, Cowboy","1932","PASSED","27 Aug 1932","55 min","Romance, Western","Fred Allen","N/A","5.4","N/A","Ride Him, Cowboy (1932)"
"478",516,"Riding High","1950","PASSED","12 Apr 1950","112 min","Comedy","Frank Capra","N/A","6.2","N/A","Riding High (1950)"
"479",517,"The Ring","2002","PG-13","18 Oct 2002","115 min","Horror, Mystery","Gore Verbinski","14 wins & 11 nominations.","7.1","$128,579,698","The Ring (2002)"
"480",518,"Rio Lobo","1970","G","18 Dec 1970","114 min","Adventure, Western, Romance","Howard Hawks","N/A","6.8","N/A","Rio Lobo (1970)"
"481",519,"Rio Rita","1942","PASSED","01 Apr 1942","91 min","Comedy, Music, Musical","S. Sylvan Simon","N/A","6.6","N/A","Rio Rita (1942)"
"482",520,"The Adventures of Robin Hood","1938","PG","14 May 1938","102 min","Action, Adventure, Romance","Michael Curtiz, William Keighley","Won 3 Oscars. Another 3 wins & 2 nominations.","8.0","N/A","The Adventures of Robin Hood (1938)"
"483",521,"The Story of Robin Hood and His Merrie Men","1952","APPROVED","26 Jun 1952","84 min","Action, Adventure, Family","Ken Annakin","N/A","6.9","N/A","The Story of Robin Hood and His Merrie Men (1952)"
"484",522,"Robin Hood","1973","G","08 Nov 1973","83 min","Animation, Adventure, Comedy","Wolfgang Reitherman","Nominated for 1 Oscar. Another 1 win & 1 nomination.","7.6","N/A","Robin Hood (1973)"
"485",523,"Robin Hood: Prince of Thieves","1991","PG-13","14 Jun 1991","143 min","Action, Adventure, Drama","Kevin Reynolds","Nominated for 1 Oscar. Another 16 wins & 18 nominations.","6.9","N/A","Robin Hood: Prince of Thieves (1991)"
"486",524,"Robin Hood","2010","PG-13","14 May 2010","140 min","Action, Adventure, Drama","Ridley Scott","1 win & 14 nominations.","6.7","$105,219,735","Robin Hood (2010)"
"487",525,"RoboCop","2014","PG-13","12 Feb 2014","117 min","Action, Crime, Sci-Fi","José Padilha","4 wins & 1 nomination.","6.2","$50,666,882","RoboCop (2014)"
"488",526,"Rock-a-Bye Baby","1958","APPROVED","23 Jul 1958","103 min","Comedy","Frank Tashlin","N/A","6.8","N/A","Rock-a-Bye Baby (1958)"
"489",527,"Rollerball","2002","R","08 Feb 2002","98 min","Action, Sci-Fi, Sport","John McTiernan","5 wins & 3 nominations.","3.0","$18,894,427","Rollerball (2002)"
"490",528,"The Roman Spring of Mrs. Stone","2003","R","04 May 2003","114 min","Drama, Romance","Robert Allan Ackerman","Nominated for 2 Golden Globes. Another 15 nominations.","6.5","N/A","The Roman Spring of Mrs. Stone (2003)"
"491",531,"Sabrina","1995","PG","15 Dec 1995","127 min","Comedy, Drama","Sydney Pollack","Nominated for 2 Oscars. Another 2 wins & 4 nominations.","6.3","N/A","Sabrina (1995)"
"492",532,"Sahara","1995","PG-13","25 Apr 1995","106 min","Action, War","Brian Trenchard-Smith","N/A","6.8","N/A","Sahara (1995)"
"493",533,"Satan's School for Girls","2000","TV-14","13 Mar 2000","87 min","Drama, Horror","Christopher Leitch","N/A","4.3","N/A","Satan's School for Girls (2000)"
"494",534,"Maybe It's Love","1935","TV-G","12 Jan 1935","63 min","Romance, Comedy","William C. McGann","N/A","6.1","N/A","Maybe It's Love (1935)"
"495",536,"Scandal Maker","2016","N/A","11 Nov 2016","N/A","Comedy, Family","Byeong-ki Ahn","N/A","4.7","N/A","Scandal Maker (2016)"
"496",537,"Scared Stiff","1953","UNRATED","27 Apr 1953","108 min","Comedy, Horror, Musical","George Marshall","N/A","6.6","N/A","Scared Stiff (1953)"
"497",538,"Scarface","1983","R","09 Dec 1983","170 min","Crime, Drama","Brian De Palma","Nominated for 3 Golden Globes. Another 4 nominations.","8.3","$656,161","Scarface (1983)"
"498",539,"Scent of a Woman","1992","R","08 Jan 1993","156 min","Drama","Martin Brest","Won 1 Oscar. Another 5 wins & 13 nominations.","8.0","N/A","Scent of a Woman (1992)"
"499",540,"School for Scoundrels","2006","PG-13","29 Sep 2006","100 min","Comedy","Todd Phillips","2 nominations.","5.9","$17,787,157","School for Scoundrels (2006)"
"500",541,"The Secret","2007","R","10 Oct 2007","92 min","Drama, Romance","Vincent Perez","N/A","6.4","N/A","The Secret (2007)"
"501",542,"Secret in Their Eyes","2015","PG-13","20 Nov 2015","111 min","Crime, Drama, Mystery","Billy Ray","1 win & 3 nominations.","6.2","N/A","Secret in Their Eyes (2015)"
"502",543,"The Secret Life of Walter Mitty","2013","PG","25 Dec 2013","113 min","Adventure, Comedy, Drama","Ben Stiller","5 wins & 18 nominations.","7.3","$33,223,430","The Secret Life of Walter Mitty (2013)"
"503",544,"Secret of the Blue Room","1933","N/A","20 Jul 1933","66 min","Drama, Horror, Mystery","Kurt Neumann","N/A","6.6","N/A","Secret of the Blue Room (1933)"
"504",547,"Seventh Heaven","1937","APPROVED","25 Mar 1937","102 min","Drama, Romance","Henry King","1 nomination.","6.9","N/A","Seventh Heaven (1937)"
"505",548,"Strange Homecoming","1974","Not Rated","29 Oct 1974","73 min","Action, Thriller","Lee H. Katzin","N/A","6.9","N/A","Strange Homecoming (1974)"
"506",549,"Shadow of a Doubt","1991","N/A","28 Apr 1991","100 min","Drama, Thriller","Karen Arthur","N/A","6.4","N/A","Shadow of a Doubt (1991)"
"507",550,"The Shaggy Dog","1994","N/A","12 Nov 1994","96 min","Family, Comedy, Fantasy","Dennis Dugan","N/A","5.1","N/A","The Shaggy Dog (1994)"
"508",551,"The Shaggy Dog","2006","PG","10 Mar 2006","98 min","Comedy, Family, Fantasy","Brian Robbins","2 wins & 5 nominations.","4.4","$61,039,681","The Shaggy Dog (2006)"
"509",552,"Shake, Rattle and Rock!","1994","PG-13","26 Aug 1994","83 min","Drama, Music","Allan Arkush","N/A","5.1","N/A","Shake, Rattle and Rock! (1994)"
"510",553,"The Shakiest Gun in the West","1968","UNRATED","10 Jul 1968","101 min","Comedy, Western","Alan Rafkin","N/A","6.4","N/A","The Shakiest Gun in the West (1968)"
"511",554,"Shall We Dance","2004","PG-13","15 Oct 2004","106 min","Comedy, Drama, Music","Peter Chelsom","7 nominations.","6.1","$57,825,111","Shall We Dance (2004)"
"512",556,"Shiva","1990","N/A","07 Dec 1990","161 min","Crime","Ram Gopal Varma","N/A","8.0","N/A","Shiva (1990)"
"513",557,"Shiva","2006","N/A","15 Sep 2006","160 min","Action, Crime, Drama","Ram Gopal Varma","N/A","4.2","N/A","Shiva (2006)"
"514",558,"The Shopworn Angel","1938","PASSED","15 Jul 1938","85 min","Drama, Romance, War","H.C. Potter","N/A","7.1","N/A","The Shopworn Angel (1938)"
"515",559,"Shortcut to Happiness","2003","PG-13","17 Aug 2007","106 min","Comedy, Drama, Fantasy","Alec Baldwin","N/A","5.6","N/A","Shortcut to Happiness (2003)"
"516",560,"Show Boat","1936","APPROVED","17 May 1936","113 min","Comedy, Drama, Musical","James Whale","1 win & 1 nomination.","7.6","N/A","Show Boat (1936)"
"517",561,"Show Boat","1951","APPROVED","24 Sep 1951","108 min","Drama, Family, Musical","George Sidney","Nominated for 2 Oscars. Another 1 win & 2 nominations.","7.0","N/A","Show Boat (1951)"
"518",562,"Sideways","2009","NOT RATED","31 Oct 2009","124 min","Drama","Cellin Gluck","N/A","6.1","N/A","Sideways (2009)"
"519",563,"Silk Stockings","1957","APPROVED","18 Jul 1957","117 min","Comedy, Musical, Romance","Rouben Mamoulian","Nominated for 2 Golden Globes. Another 3 nominations.","6.9","N/A","Silk Stockings (1957)"
"520",564,"The Sign of the Cross","1932","NOT RATED","10 Feb 1933","108 min","Drama, History","Cecil B. DeMille","N/A","6.9","N/A","The Sign of the Cross (1932)"
"521",565,"The Adventures of Ichabod and Mr. Toad","1949","APPROVED","01 Dec 1949","68 min","Animation, Comedy, Family","James Algar, Clyde Geronimi, Jack Kinney","N/A","7.1","N/A","The Adventures of Ichabod and Mr. Toad (1949)"
"522",566,"The Legend of Sleepy Hollow","1980","PG","31 Oct 1980","104 min","Comedy, Fantasy, Horror","Henning Schellerup","N/A","6.4","N/A","The Legend of Sleepy Hollow (1980)"
"523",567,"Sleepy Hollow","1999","R","19 Nov 1999","105 min","Fantasy, Horror, Mystery","Tim Burton","Won 1 Oscar. Another 23 wins & 39 nominations.","7.4","N/A","Sleepy Hollow (1999)"
"524",568,"Society Lawyer","1939","PASSED","21 Mar 1939","77 min","Drama, Music, Mystery","Edwin L. Marin","N/A","6.3","N/A","Society Lawyer (1939)"
"525",569,"Solaris","1972","PG","26 Sep 1972","167 min","Drama, Mystery, Sci-Fi","Andrei Tarkovsky","2 wins & 4 nominations.","8.1","N/A","Solaris (1972)"
"526",570,"Solaris","2002","PG-13","27 Nov 2002","99 min","Drama, Mystery, Romance","Steven Soderbergh","2 wins & 11 nominations.","6.2","$14,780,776","Solaris (2002)"
"527",571,"Solstice","2008","PG-13","01 Jan 2008","91 min","Drama, Horror, Mystery","Daniel Myrick","1 nomination.","5.4","N/A","Solstice (2008)"
"528",572,"Somewhere in Sonora","1933","PASSED","27 May 1933","59 min","Action, Comedy, Drama","Mack V. Wright","N/A","5.5","N/A","Somewhere in Sonora (1933)"
"529",573,"A Song Is Born","1948","PASSED","19 Oct 1948","113 min","Comedy, Musical","Howard Hawks","N/A","7.1","N/A","A Song Is Born (1948)"
"530",574,"Sorcerer","1977","PG","24 Jun 1977","121 min","Adventure, Drama, Thriller","William Friedkin","Nominated for 1 Oscar. Another 2 nominations.","7.8","N/A","Sorcerer (1977)"
"531",575,"Sorority Row","2009","R","11 Sep 2009","101 min","Horror, Mystery","Stewart Hendler","2 nominations.","5.1","$11,915,856","Sorority Row (2009)"
"532",577,"Sparkle","2012","PG-13","17 Aug 2012","116 min","Drama, Music","Salim Akil","7 nominations.","5.7","$24,397,469","Sparkle (2012)"
"533",578,"Spring Parade","1940","N/A","27 Sep 1940","89 min","Comedy, Musical","Henry Koster","N/A","6.9","N/A","Spring Parade (1940)"
"534",579,"Springtime in a Small Town","2002","PG","11 Dec 2003","116 min","Drama, Romance","Zhuangzhuang Tian","4 wins & 3 nominations.","7.1","N/A","Springtime in a Small Town (2002)"
"535",580,"The Squaw Man","1918","N/A","15 Dec 1918","60 min","Western","Cecil B. DeMille","N/A","4.8","N/A","The Squaw Man (1918)"
"536",581,"The Squaw Man","1931","PASSED","05 Sep 1931","107 min","Western","Cecil B. DeMille","N/A","6.5","N/A","The Squaw Man (1931)"
"537",582,"Stage Struck","1958","APPROVED","22 Apr 1958","95 min","Drama, Romance","Sidney Lumet","N/A","6.2","N/A","Stage Struck (1958)"
"538",583,"Stagecoach","1966","APPROVED","15 Jun 1966","115 min","Action, Adventure, Western","Gordon Douglas","N/A","6.0","N/A","Stagecoach (1966)"
"539",584,"Stagecoach","1986","UNRATED","18 May 1986","100 min","Action, Drama, Western","Ted Post","1 win & 1 nomination.","5.8","N/A","Stagecoach (1986)"
"540",585,"A Star Is Born","1954","APPROVED","16 Oct 1954","154 min","Drama, Musical, Romance","George Cukor","Nominated for 6 Oscars. Another 5 wins & 5 nominations.","7.8","N/A","A Star Is Born (1954)"
"541",586,"A Star Is Born","1976","R","17 Dec 1976","139 min","Drama, Music, Romance","Frank Pierson","Won 1 Oscar. Another 6 wins & 6 nominations.","6.4","N/A","A Star Is Born (1976)"
"542",587,"A Star Is Born","2018","N/A","18 May 2018","N/A","Drama, Music, Musical","Bradley Cooper","N/A","N/A","N/A","A Star Is Born (2018)"
"543",588,"State Fair","1945","APPROVED","30 Aug 1945","100 min","Comedy, Drama, Musical","Walter Lang","Won 1 Oscar. Another 3 nominations.","7.1","N/A","State Fair (1945)"
"544",589,"State Fair","1962","N/A","09 Mar 1962","118 min","Musical, Romance","José Ferrer","1 win & 2 nominations.","6.0","N/A","State Fair (1962)"
"545",590,"The Stepfather","2009","PG-13","16 Oct 2009","101 min","Crime, Thriller","Nelson McCormick","2 nominations.","5.6","$29,062,561","The Stepfather (2009)"
"546",591,"The Stepford Wives","2004","PG-13","11 Jun 2004","93 min","Comedy, Sci-Fi, Thriller","Frank Oz","3 wins.","5.2","$59,341,993","The Stepford Wives (2004)"
"547",592,"Straw Dogs","2011","R","16 Sep 2011","110 min","Action, Drama, Thriller","Rod Lurie","2 nominations.","5.8","$10,324,441","Straw Dogs (2011)"
"548",594,"The Student of Prague","1935","N/A","10 Dec 1935","87 min","N/A","Arthur Robison","N/A","7.2","N/A","The Student of Prague (1935)"
"549",595,"The Sunshine Boys","1996","PG-13","28 Dec 1997","90 min","Comedy, Drama","John Erman","N/A","5.7","N/A","The Sunshine Boys (1996)"
"550",598,"One Romantic Night","1930","N/A","03 May 1930","73 min","Comedy, Romance","Paul L. Stein","N/A","6.5","N/A","One Romantic Night (1930)"
"551",599,"The Swan","1956","APPROVED","26 Apr 1956","104 min","Comedy, Romance, Drama","Charles Vidor","N/A","6.5","N/A","The Swan (1956)"
"552",601,"Sweet November","2001","PG-13","16 Feb 2001","119 min","Drama, Romance","Pat O'Connor","3 nominations.","6.7","$24,418,719","Sweet November (2001)"
"553",602,"Swept Away","2002","R","11 Oct 2002","89 min","Comedy, Romance","Guy Ritchie","8 wins & 8 nominations.","3.6","$553,102","Swept Away (2002)"
"554",603,"Swiss Family Robinson","1960","APPROVED","21 Dec 1960","126 min","Adventure, Family","Ken Annakin","N/A","7.2","N/A","Swiss Family Robinson (1960)"
"555",604,"His Girl Friday","1940","NOT RATED","18 Jan 1940","92 min","Comedy, Drama, Romance","Howard Hawks","2 wins.","8.0","N/A","His Girl Friday (1940)"
"556",605,"Switching Channels","1988","PG","04 Mar 1988","105 min","Comedy, Crime","Ted Kotcheff","2 nominations.","5.9","N/A","Switching Channels (1988)"
"557",606,"Tagore","2003","N/A","24 Sep 2003","175 min","Action, Drama","Vinayak V.V.","1 nomination.","7.8","N/A","Tagore (2003)"
"558",607,"The Taking of Pelham One Two Three","1998","N/A","01 Feb 1998","100 min","Crime, Drama, Thriller","Félix Enríquez Alcalá","1 win & 1 nomination.","5.1","N/A","The Taking of Pelham One Two Three (1998)"
"559",609,"Tarzan, the Ape Man","1959","G","01 Oct 1959","82 min","Action, Adventure, Romance","Joseph M. Newman","N/A","4.0","N/A","Tarzan, the Ape Man (1959)"
"560",610,"Taxi","2004","PG-13","06 Oct 2004","97 min","Action, Comedy, Crime","Tim Story","3 wins & 7 nominations.","4.4","N/A","Taxi (2004)"
"561",611,"Mutiny on the Bounty","1935","NOT RATED","N/A","132 min","Adventure, Biography, Drama","Frank Lloyd","Won 1 Oscar. Another 2 wins & 7 nominations.","7.8","N/A","Mutiny on the Bounty (1935)"
"562",612,"Mutiny on the Bounty","1962","UNRATED","08 Nov 1962","178 min","Adventure, Drama, History","Lewis Milestone, Carol Reed","Nominated for 7 Oscars. Another 3 wins & 6 nominations.","7.2","N/A","Mutiny on the Bounty (1962)"
"563",613,"The Bounty","1984","PG","04 May 1984","132 min","Action, Adventure, Drama","Roger Donaldson","2 nominations.","7.1","N/A","The Bounty (1984)"
"564",614,"The Texas Chainsaw Massacre","2003","R","17 Oct 2003","98 min","Horror","Marcus Nispel","4 wins & 16 nominations.","6.2","$80,148,261","The Texas Chainsaw Massacre (2003)"
"565",615,"That Darn Cat","1997","PG","14 Feb 1997","89 min","Action, Comedy, Crime","Bob Spiers","2 nominations.","4.6","N/A","That Darn Cat (1997)"
"566",616,"They Made Me a Criminal","1939","APPROVED","28 Jan 1939","92 min","Crime, Drama, Film-Noir","Busby Berkeley","N/A","7.1","N/A","They Made Me a Criminal (1939)"
"567",617,"The Thief of Bagdad","1940","NOT RATED","25 Dec 1940","106 min","Adventure, Family, Fantasy","Ludwig Berger, Michael Powell, Tim Whelan, Alexander Korda, Zoltan Korda, William Cameron Menzies","Won 3 Oscars. Another 3 nominations.","7.6","N/A","The Thief of Bagdad (1940)"
"568",618,"The Thief of Baghdad","1978","N/A","23 Nov 1978","100 min","Adventure, Fantasy","Clive Donner","N/A","6.0","N/A","The Thief of Baghdad (1978)"
"569",619,"Yamato Takeru","1994","N/A","09 Jul 1994","105 min","Adventure, Fantasy","Takao Okawara","1 nomination.","6.3","N/A","Yamato Takeru (1994)"
